Subdiv,Year,Sales,Median Sold Price,Avg.SP,Median DOM,Avg.DOM,Median.SP.OLP,Median.SP.LP
The Ridge,2011,11,227000,226045.4545,62,77.72727273,0.938404299,0.973561986
The Ridge,2012,10,214750,220365,74,76.7,0.961323551,0.964780022
The Ridge,2013,10,221550,226540,12.5,40.1,0.979825745,0.979825745
The Ridings,2010,1,242000,242000,27,27,1.008333333,1.008333333
The Ridings,2011,2,234450,234450,214.5,214.5,0.894525932,0.979157982
The Ridings,2012,3,155000,160333.3333,22,49,0.939963614,1.000834028
The Ridings,2013,3,170000,156000,297,327,0.967567568,0.991666667
The Timbers,2010,4,289500,277250,26.5,51.5,0.956144809,0.967996141
The Timbers,2011,3,293000,284333.3333,102,105.3333333,0.907692308,0.976992331
The Timbers,2012,4,271500,267000,15,50.5,0.969875362,0.988215488
The Verandes,2010,2,212450,212450,102,102,0.953629032,1
The Verandes,2011,2,195450,195450,71,71,0.872553064,0.989994997
The Verandes,2012,2,185500,185500,274.5,274.5,0.941948052,0.996425417
The Village Of Eastl,2010,2,121200,121200,44.5,44.5,0.969140951,0.969140951
The Village Of Eastl,2013,1,114900,114900,28,28,1,1
The Woods,2010,1,262000,262000,21,21,0.9707299,0.9707299
The Woods,2011,3,185000,191666.6667,124,123.6666667,0.900450225,0.97826087
The Woods,2012,6,203500,203440,51,87.5,0.927465893,0.974939101
The Woods,2013,4,230250,215125,16.5,18.5,0.930000481,0.930000481
The Woods @ Stafford,2011,2,236000,236000,179,179,0.854542616,0.948478381
The Woods At Lakes,2011,3,210000,209666.6667,48,79.33333333,0.971891377,0.971891377
Thistleberry Farms,2010,2,368750,368750,210.5,210.5,0.93453904,0.957096582
Thistleberry Farms,2011,3,400000,408333.3333,100,119,0.963855422,0.963855422
Thistleberry Farms,2013,1,422000,422000,5,5,1.005959476,0.992941176
Thomas Cove,2010,1,345000,345000,20,20,0.985995999,0.985995999
Thomas Cove,2011,5,297400,280840,175,177.8,0.941314899,0.969843916
Thomas Cove,2012,5,332000,319800.2,33,83.6,0.948509485,0.976470588
Thomas Cove,2013,2,367499.5,367499.5,14.5,14.5,1.00014497,1.00014497
Thomas Landing,2010,1,365000,365000,52,52,0.912728182,0.960779152
Thomas Landing II,2010,1,376250,376250,81,81,0.990131579,0.990131579
Thomas Landing II,2011,1,310000,310000,71,71,0.984126984,0.984126984
Thomas Landing II,2012,2,377500,377500,48.5,48.5,0.963115421,0.977988012
Thornberry,2011,1,415000,415000,113,113,0.847111655,0.847111655
Thornberry,2012,1,459900,459900,6,6,1,1
Thornwood,2010,6,298000,302650,40.5,97.5,0.951497511,0.984244873
Thornwood,2011,6,264950,258800,26,28.33333333,0.924407681,0.998330124
Thornwood,2012,4,301450,294475,10.5,12,0.985866822,0.985866822
Thornwood,2013,5,309900,299880,12,41.6,0.968740231,0.968740231
Timber Creek,2010,4,244950,252475,29.5,32.75,0.884360518,0.955731899
Timber Creek,2011,2,269850,269850,116,116,0.987121454,0.987121454
Timber Creek,2012,2,218450,218450,128.5,128.5,0.931429762,0.970668486
Timber Creek,2013,2,248750,248750,25,25,0.955078435,0.975258186
Timber Farms,2010,8,314500,312125,44.5,56.625,0.923245614,0.977971263
Timber Farms,2011,10,314000,302900,104,122,0.939104545,0.972364165
Timber Farms,2012,15,315000,320428.9333,40,107.8666667,0.982142857,0.982142857
Timber Farms,2013,14,370333.5,369731.4286,31.5,58.64285714,0.976114662,0.989226365
Timber Run,2010,1,125000,125000,147,147,0.757575758,0.80697224
Timber Run,2012,1,190000,190000,93,93,0.909090909,0.931372549
Timber Run,2013,2,172250,172250,54,54,0.914895203,0.945159774
Timbers,2013,1,285000,285000,8,8,0.950316772,0.950316772
Todd Estates,2010,4,163375,149187.5,62,63.75,0.886163102,0.95066712
Todd Estates,2011,11,172000,160054.5455,69,81,0.955555556,0.985365854
Todd Estates,2012,9,169000,166916.6667,40,74.66666667,0.975609756,0.997438738
Todd Estates,2013,12,140700,132933.3333,17.5,48,0.980082246,0.980082246
Todd Estates II,2010,2,182450,182450,89,89,0.929982544,0.97410896
Todd Estates II,2011,4,137750,145875,24.5,34.25,1.031004277,1.031004277
Todd Estates II,2012,2,169950,169950,82,82,0.844254285,0.987179487
Todd Estates II,2013,3,190000,162000,26,35.33333333,0.974858902,0.985246312
Todd Ests,2013,1,157500,157500,78,78,0.927015892,0.984990619
Todd Ests II,2010,1,138613,138613,12,12,0.97,0.97
Todd Ests II,2011,1,115000,115000,75,75,0.581101566,0.822015726
Todd Ests II,2012,2,103357.5,103357.5,169.5,169.5,0.942541976,0.982349814
Todd Ests II,2013,2,119750,119750,14.5,14.5,1.031750572,1.031750572
Top Of The Wedge,2010,1,310000,310000,64,64,0.919881306,0.987261146
Top Of The Wedge,2012,2,240565,240565,114.5,114.5,0.87750129,0.944207518
Top Of The Wedge,2013,1,242500,242500,22,22,0.970388155,0.970388155
Towne Ests,2010,2,29250,29250,201,201,0.740224359,0.79593711
Towne Ests,2011,8,18750,18175,31.5,54.5,0.839181287,0.90497076
Towne Ests,2012,15,18500,17088.66667,19,26.53333333,1,1
Towne Ests,2013,10,20000,20640,8.5,23,0.828571429,0.928571429
Townsend,2011,2,94400,94400,45.5,45.5,0.993433396,0.993433396
Townsend,2012,2,285000,285000,92,92,0.962014726,0.979984579
Townsend,2013,8,182450,196425,53,137.25,0.945913301,0.974254743
Townsend Station,2010,2,202000,202000,54,54,0.921863482,0.965127826
Townsend Station,2011,1,220000,220000,32,32,0.936170213,0.977777778
Townsend Station,2012,7,207900,201914.2857,56,64.14285714,0.955598027,0.97507313
Townsend Station,2013,5,229900,230160,91,84,0.997722096,1
Townsend Village,2010,7,294490,291141.4286,68,81.71428571,0.976363636,0.992307692
Townsend Village,2011,10,295000,290145.3,80,91.8,0.920386261,0.967302998
Townsend Village,2012,6,268500,275166.6667,74,70,0.908092642,0.928629111
Townsend Village,2013,6,301500,295740.5,44.5,54.5,0.952404277,0.961341692
Townsend Village Il,2010,1,354000,354000,47,47,0.944,0.993684211
Townsend Village Il,2011,4,277127,272938.5,157,194.75,0.896256539,0.916231145
Townsend Village Il,2012,11,280000,288603.6364,86,154,0.944615385,0.990322581
Townsend Village Il,2013,13,280000,283640,36,87.69230769,0.984615385,0.999654099
Trad At Christiana,2010,3,278000,271333.3333,177,198.3333333,0.975780976,0.975780976
Trad At Christiana,2011,5,259000,268800,403,330.2,0.962825279,0.962825279
Trad At Christiana,2012,3,290000,287000,93,87.66666667,0.935483871,0.969990906
Trad At Christiana,2013,4,303500,294250,94.5,94.25,0.948007019,0.971824396
Traditions At Jester,2010,2,245000,245000,398,398,0.912490651,0.979991997
Traditions At Jester,2012,2,227500,227500,121.5,121.5,0.93077891,0.957969855
Traditions At Jester,2013,2,218950,218950,41.5,41.5,0.94546131,0.965139249
Tree Lane Terrace,2010,3,156000,153333.3333,56,83.33333333,0.956086715,0.978502595
Tree Lane Terrace,2011,3,100000,108333.3333,94,156,0.938086304,0.968366688
Tree Lane Terrace,2012,3,136000,116389.3333,28,25.33333333,1.007407407,1.007407407
Tree Lane Terrace,2013,4,90750,99124.75,24.5,56.75,1,1
Tree Top,2010,3,200000,184666.6667,59,61.66666667,0.930232558,0.930232558
Tree Top,2011,1,193000,193000,162,162,0.98974359,0.98974359
Tree Top,2012,1,202000,202000,8,8,0.96236303,0.96236303
Tree Top,2013,1,203500,203500,96,96,0.946952071,0.96950929
Treelane Terr,2010,2,140000,140000,55,55,0.919354839,0.925982868
Treelane Terr,2011,1,119000,119000,193,193,0.916089299,0.992493745
Treelane Terr,2012,2,95000,95000,49,49,0.90082785,0.988488488
Treelane Terr,2013,2,114950,114950,217,217,0.846153846,0.949996426
Triangle,2010,9,222500,268322.2222,113,108.7777778,0.947211579,0.977717144
Triangle,2011,4,253250,232100,72.5,126.75,0.95685725,0.98842348
Triangle,2012,7,231000,234928.5714,70,94,0.943498243,0.943498243
Triangle,2013,12,238000,262579.1667,39.5,139.5833333,0.952625348,0.97931946
Trinity Sq North,2011,1,54000,54000,132,132,0.772532189,0.832049307
Trinity Sq North,2012,1,57000,57000,379,379,0.71339174,0.919354839
Trinity Sq North,2013,2,71500,71500,87,87,0.813213951,0.937896567
Trinity Vicinity,2010,2,176075,176075,101,101,0.943777293,0.966169725
Trinity Vicinity,2011,8,193442.5,165385.625,175.5,163.25,0.806279325,0.956721882
Trinity Vicinity,2012,8,153450,140031.25,211.5,243.875,0.812870145,0.935310628
Trinity Vicinity,2013,7,177500,170771.4286,107,135.4285714,0.906976744,0.924444444
Trolley Square,2010,51,245000,242654.5882,97,122.7058824,0.928571429,0.95903708
Trolley Square,2011,43,215000,207097.6744,135,148.9767442,0.924968737,0.957142857
Trolley Square,2012,48,185000,184806.25,38.5,87.16666667,0.935405552,0.952686476
Trolley Square,2013,47,253000,255051.1064,20,48.70212766,0.966101695,0.979574823
Truitt Farm,2011,2,247250,247250,216,216,0.892547851,0.939556788
Truitt Farm,2013,2,251500,251500,58.5,58.5,0.871457995,0.983870616
Tuckaway,2010,1,575000,575000,596,596,0.845712605,0.927568963
Tuckaway,2011,2,616930,616930,778.5,778.5,0.858547396,0.936721201
Tuckaway,2013,1,660000,660000,131,131,0.880117349,0.956521739
Tupelo Ridge,2010,1,207000,207000,58,58,0.920409071,0.940951861
Tupelo Ridge,2012,1,202900,202900,127,127,0.975480769,1.015007504
Tuxedo Park,2011,2,158000,158000,169.5,169.5,0.945217547,0.991604762
Tuxedo Park,2012,1,100000,100000,93,93,0.769822941,0.870322019
Tuxedo Park,2013,1,100101,100101,33,33,0.741488889,0.770007692
Twin Oaks,2010,1,530000,530000,16,16,0.990839409,0.990839409
Twin Oaks,2012,2,442500,442500,60.5,60.5,0.895800583,0.96022345
Twin Oaks,2013,1,495000,495000,48,48,0.926099158,0.982142857
Tybrook,2011,5,190000,188800,150,253.2,0.95959596,0.995132504
Tybrook,2012,2,161950,161950,27,27,0.882247306,1.015570934
Tybrook,2013,5,213000,205510,8,22.2,0.989085948,0.989085948
Union Park Gardens,2010,19,194900,174331.5789,47,121.2105263,0.974858902,0.980582524
Union Park Gardens,2011,15,164900,143220.4667,97,112,0.870172173,0.970485243
Union Park Gardens,2012,20,137500,132059.75,68,95.9,0.952599051,0.972842313
Union Park Gardens,2013,22,168500,156122.7273,50,87.5,0.953811029,0.963252079
Vallebrook,2010,2,455000,455000,59.5,59.5,0.910012474,0.96374503
Vallebrook,2011,3,410000,400666.6667,96,100.6666667,0.889182058,0.957894737
Vallebrook,2012,1,385000,385000,7,7,1,1
Vallebrook,2013,2,417450,417450,8.5,8.5,0.971242668,0.971242668
Valley Point,2010,1,255000,255000,40,40,0.94795539,0.973282443
Valley Point,2011,3,239900,240133.3333,13,31.33333333,0.941153393,0.941153393
Valley Point,2013,3,240000,240000,10,9.333333333,1.004232397,1.004232397
Valley Run,2010,3,120000,111666.6667,224,177.3333333,0.878787879,0.90681676
Valley Run,2011,2,176165,176165,229.5,229.5,0.82663768,0.944894737
Valley Run,2012,6,71125,76041.66667,85.5,85.66666667,0.857948718,0.936725363
Valley Run,2013,2,77500,77500,7.5,7.5,0.98381535,0.98381535
Valley Stream,2010,4,202450,194975,141.5,145,0.910510275,1
Valley Stream,2011,3,175000,176300,46,85.66666667,0.945945946,0.983050847
Valley Stream,2013,3,190000,215983.3333,85,65.66666667,0.925794483,0.974858902
Valley Stream Vil,2011,1,178600,178600,17,17,0.992773763,0.992773763
Valley View,2010,2,410000,410000,223,223,0.935816993,0.969592124
Valley View,2011,1,300000,300000,9,9,0.909090909,0.909090909
Valley View,2013,1,395000,395000,214,214,0.858882366,0.877777778
Valley Wood,2011,1,115000,115000,8,8,0.959132611,0.959132611
Valley Wood,2012,1,189900,189900,7,7,1,1
Valley Wood,2013,4,173450,158950,38,38.75,0.997295836,0.997295836
Valmy,2011,1,740000,740000,171,171,0.841865757,0.841865757
Van Dyke Vil,2010,1,245000,245000,12,12,0.98,0.98
Van Dyke Vil,2011,2,211500,211500,74.5,74.5,0.961815495,1.010087623
Van Dyke Vil,2012,1,127000,127000,62,62,0.635317659,0.876466529
Van Dyke Vil,2013,2,209950,209950,78.5,78.5,0.95,0.973850474
Van Dyke Vill,2010,5,213000,221400,229,226,0.913440626,0.945136007
Varlano,2010,5,214500,203100,74,86.6,0.953757225,0.98791163
Varlano,2011,6,202750,204566.6667,50,82.66666667,0.960674102,0.960674102
Varlano,2012,9,185000,186777.7778,160,162.4444444,0.897435897,0.948717949
Varlano,2013,5,185000,180945,44,45,0.980966325,0.980966325
Versailles,2012,1,1300000,1300000,225,225,0.787878788,0.896551724
Victoria Woods,2010,3,239000,241333.3333,55,89.33333333,0.97914006,0.996248437
Victoria Woods,2011,3,233000,231000,300,274.3333333,0.863083562,0.951408738
Victoria Woods,2012,2,208750,208750,80.5,80.5,0.973240138,0.973240138
Victoria Woods,2013,2,253700,253700,168.5,168.5,0.965183325,0.973958333
Videre Woods,2011,1,330000,330000,235,235,0.741573034,0.942857143
Vill of BayBerry N,2013,1,340000,340000,222,222,0.971706202,0.963404786
Vill Of Manley,2011,1,369000,369000,62,62,0.934413776,0.971308239
Vill Of Manley,2013,1,365000,365000,36,36,0.912728182,0.936137471
Villa Belmont,2010,10,103500,96990,61,108.5,0.950164877,0.952407658
Villa Belmont,2011,9,87000,85055.55556,84,125.7777778,0.801587302,0.890909091
Villa Belmont,2012,8,84000,86987.5,32,65.375,0.951901387,0.959183419
Villa Belmont,2013,16,78000,80725,22,83.1875,0.969717322,0.969717322
Villa Monterey,2010,4,227250,230600,35,48.75,0.964764818,0.984260231
Villa Monterey,2011,1,245000,245000,8,8,0.942670258,0.942670258
Villa Monterey,2012,1,142000,142000,163,163,0.730077121,1.015010722
Villa Monterey,2013,2,260950,260950,177.5,177.5,0.962385321,0.985549133
Village of Bayberry,2012,5,305900,293696,115,123.4,1.003807546,1
Village of Bayberry,2013,2,357450,357450,131,131,0.987238931,0.986111111
Village Of Becks P,2010,8,222000,212462.5,51.5,68.25,0.960860109,1
Village Of Becks P,2011,6,200000,199750,125.5,135.1666667,0.946501987,0.972189289
Village Of Becks P,2012,10,186500,177142.6,48.5,85.9,0.951401977,0.983859457
Village Of Becks P,2013,8,193750,177012.375,49,96.75,0.969234617,0.969234617
Village of Brandywin,2011,1,324000,324000,16,16,0.967452971,0.967452971
Village of Eastlake,2012,1,121900,121900,15,15,1,1
Village Of Fountainv,2010,3,168200,174700,2,33,0.86300667,0.86300667
Village Of Fountainv,2011,7,155000,155671.4286,70,146.5714286,0.892307692,0.966666667
Village Of Fountainv,2012,13,170000,180630.6923,40,97.46153846,1,1
Village Of Fountainv,2013,9,147920,170726.6667,17,84.44444444,0.976430976,0.976430976
Village Of Fox Meado,2010,4,284495,287495,79,134.75,0.94632088,0.97911878
Village Of Fox Meado,2011,9,245000,265816.6667,77,77.33333333,0.943772071,1
Village Of Fox Meado,2012,3,310000,305833.3333,185,180.3333333,0.954139735,0.954139735
Village Of Fox Meado,2013,1,288000,288000,124,124,0.929332043,0.960320107
Village Of Lakecro,2012,2,170250,170250,40.5,40.5,1.004653799,1.004653799
Village Of Lindell,2010,3,259900,197800,93,99.33333333,0.96294924,0.990654206
Village Of Lindell,2011,4,235000,226225,147,163.75,0.959975487,0.989787411
Village Of Lindell,2012,7,205000,207514.2857,54,78.71428571,0.947325439,0.967069612
Village Of Lindell,2013,5,222500,211500,18,38.6,0.958399157,0.958399157
Village Of Long Cree,2010,1,318746,318746,2,2,1,1
Village Of Long Cree,2012,1,290000,290000,100,100,0.935529139,0.966715002
Village Of Long Cree,2013,2,335791,335791,333.5,333.5,1.096294468,1.014646788
Village Of Plum Ru,2010,1,255000,255000,432,432,0.927289587,0.980773003
Village Of Red L C,2010,4,225000,233250,108,240,0.97412391,0.978631036
Village Of Red L C,2011,4,191375,188062.5,85.5,104,0.940618792,0.952103498
Village Of Red L C,2012,4,180500,187725,58.5,200.5,0.96130925,0.970130774
Village Of Red L C,2013,1,199900,199900,4,4,1,1
Village Of Rocky R,2010,3,350000,345000,18,27.33333333,0.929899857,0.929899857
Village Of Rocky R,2011,7,342500,343571.4286,67,122,0.944706863,0.951653237
Village Of Rocky R,2012,3,325000,338000,59,57.33333333,0.955882353,0.958441558
Village Of Savanah,2010,1,304000,304000,53,53,0.988617886,0.988617886
Village Of Savanah,2011,1,245000,245000,40,40,0.931558935,0.931558935
Village Of Savanah,2012,2,287000,287000,147.5,147.5,0.939398607,0.946218727
Village Of Savanah,2013,1,292000,292000,7,7,0.973657886,0.973657886
Village Of Tahoe,2010,2,127500,127500,179.5,179.5,0.793126685,0.894670662
Village Of Tahoe,2011,3,70150,69550,76,75.66666667,0.763819095,0.916993464
Village Of Tahoe,2012,3,68000,69333.33333,66,62,0.906666667,0.968137255
Village Of Tahoe,2013,2,111400,111400,56.5,56.5,1.085798936,1.099230769
Villas At Willow G,2010,1,240551,240551,90,90,1.135210005,1
Villas Of Augusta,2010,1,200000,200000,180,180,0.851426139,0.90950432
Villas Of Augusta,2011,6,196000,197316.6667,135.5,132.1666667,0.932804878,0.987804878
Villas Of Augusta,2012,3,173000,174266.6667,78,93.66666667,0.966480447,0.994252874
Villas Of Augusta,2013,6,201750,201766.6667,15,21.66666667,0.985748874,0.995261312
Vilone Village,2010,8,175000,168550,158.5,169.125,0.951840254,0.983571429
Vilone Village,2011,13,130000,126792.3077,116,155.4615385,0.896580484,0.971405878
Vilone Village,2012,9,132900,125838.8889,75,93.33333333,0.933333333,0.966629588
Vilone Village,2013,13,116000,123592.3077,64,79.69230769,0.916597164,0.994854202
Vincent Lane,2011,3,260000,256333.3333,39,53,0.945454545,0.945884493
Vincent Lane,2012,3,271500,272133.3333,18,15,1,1
Vincent Lane,2013,4,264250,264000,8.5,12.5,0.995553909,0.995553909
Vineyards,2011,2,287500,287500,76.5,76.5,0.927903862,0.942782261
Vineyards,2013,2,285000,285000,109.5,109.5,0.893803917,0.950316772
Walden Glen,2013,1,135000,135000,22,22,0.981818182,0.981818182
Walnut Hill,2011,3,400000,357666.6667,26,56.33333333,0.918554807,0.991551801
Walnut Hill,2013,2,390000,390000,23,23,5.340940848,0.960409874
Walnut Ridge,2010,1,640000,640000,146,146,0.920863309,0.920863309
Walnut Ridge,2013,2,705000,705000,107.5,107.5,0.94398874,0.959305556
Washington Hgts,2010,1,152000,152000,13,13,0.950594121,0.950594121
Washington Hgts,2011,1,85000,85000,73,73,0.653846154,0.653846154
Washington Hgts,2012,3,53500,93050.33333,28,30.33333333,1.049019608,1.049019608
Washington Hgts,2013,1,94000,94000,8,8,0.940940941,0.940940941
Washington House,2010,1,412000,412000,77,77,0.96037296,0.96037296
Washington House,2011,1,443047,443047,126,126,1.067840443,1.067840443
Washington House,2012,2,380000,380000,192,192,0.920957833,0.968621314
Washington House,2013,3,424900,413300,35,65.33333333,0.976253298,0.976253298
Washington Hts,2010,2,163275,163275,177,177,0.91766265,0.944349429
Washington Hts,2012,1,172900,172900,72,72,0.864932466,0.961089494
Washington Park,2010,7,165000,151285.7143,34,37.85714286,0.985915493,1
Washington Park,2011,7,104900,106757.1429,33,73.71428571,0.912967798,0.958823529
Washington Park,2012,7,118000,125000,135,153.4285714,0.90839107,0.970593945
Washington Park,2013,9,159000,141959.3333,117,201.7777778,0.95745977,0.994639666
Washington Square,2010,4,116500,114975,133,163.5,0.948527075,0.989089541
Washington Square,2011,4,54500,47125,61.5,62.75,0.843728814,0.843728814
Washington Square,2012,5,67000,97380,126,126.8,0.846153846,0.916666667
Washington Square,2013,7,63000,94014.28571,80,84.85714286,0.952380952,0.983606557
Waters Edge,2010,7,119900,121485.7143,115,120.5714286,0.902182092,0.944094488
Waters Edge,2011,7,100000,102285.7143,49,103.7142857,0.923787529,0.961182994
Waters Edge,2012,8,71000,77375,91.5,98.125,0.827746011,0.938495223
Waters Edge,2013,13,85000,90876.92308,98,174.6153846,0.87111808,0.945494994
Wawaset Heights,2010,2,112350,112350,159,159,0.81781056,0.939040973
Wawaset Heights,2011,1,40000,40000,359,359,0.404040404,0.8
Wawaset Heights,2012,2,146950,146950,159,159,0.855355355,0.928226779
Wawaset Heights,2013,4,160000,163250,24.5,51,0.992393915,0.992393915
Wawaset Park,2010,4,522000,534250,27,61.75,0.979261893,0.979261893
Wawaset Park,2011,8,492500,487750,40,92.125,0.905181412,0.943260627
Wawaset Park,2012,8,399837.5,418209.375,129,125.25,0.904518848,0.958907264
Wawaset Park,2013,11,379000,414318.1818,12,46.90909091,0.974079127,0.974079127
Wawaset Towne Court,2010,1,205000,205000,42,42,0.957943925,0.957943925
Wawaset Towne Court,2011,3,177500,178166.6667,166,147,0.850515464,0.934702475
Wawaset Towne Court,2013,3,189900,193966.6667,162,135,0.973846154,0.958399157
Way Ridge,2011,2,897500,897500,276.5,276.5,0.830898663,0.884634467
Way Ridge,2013,3,940000,923333.3333,139,123,0.893536122,0.98349725
Weatherhill Farms,2010,6,222500,216000,40,82.83333333,0.928645041,0.956273554
Weatherhill Farms,2011,5,195000,199000,15,80.4,0.933748333,0.933748333
Weatherhill Farms,2012,6,207000,206166.6667,72.5,86.16666667,0.937743872,0.959172443
Weatherhill Farms,2013,6,214450,208900,50,140.5,0.982127192,1.002403846
Webster Farm,2010,7,350000,396385.7143,42,71.28571429,0.933888889,0.944287063
Webster Farm,2011,6,350000,360400,73.5,132.1666667,0.945753425,0.967817596
Webster Farm,2012,2,374500,374500,29,29,0.961014987,0.961014987
Webster Farm,2013,3,343500,377833.3333,101,78.66666667,0.941353796,0.98170906
Wedge Hills,2011,1,370000,370000,93,93,0.891566265,0.948961272
Wedge Hills,2012,1,270000,270000,15,15,0.931034483,0.931034483
Wedgewood,2011,1,157000,157000,84,84,1.154411765,0.951515152
Wedgewood,2012,1,480000,480000,409,409,0.961923848,0.961923848
Wedgewood Glen,2010,1,439900,439900,7,7,1,1
Weldin Farms,2010,3,507250,514750,112,149,0.924120969,0.959065986
Weldin Farms,2011,1,479900,479900,74,74,0.923062127,1
Weldin Farms,2012,1,380000,380000,46,46,0.962025316,0.962025316
Weldin Farms,2013,1,498000,498000,5,5,1,1
Weldin Park,2011,3,358000,391000,15,66,0.946201676,0.968951865
Weldin Park,2012,1,315000,315000,98,98,0.902578797,0.940298507
Weldin Park,2013,2,411500,411500,97,97,0.950220796,0.98091612
Weldin Ridge,2010,1,600000,600000,469,469,0.960001536,1.000001667
Weldin Ridge,2012,2,481101.5,481101.5,50,50,0.863968723,0.894570233
Weldin Ridge,2013,1,589500,589500,30,30,0.984140234,0.984140234
Weldin Woods,2010,2,532500,532500,45,45,0.960720927,0.987938245
Weldin Woods,2011,1,408000,408000,139,139,0.85017712,0.96
Weldin Woods,2012,4,370000,381750,29,45.25,0.927058824,0.927058824
Weldin Woods,2013,1,570000,570000,2,2,1,1
Wellington,2013,2,98500,98500,192.5,192.5,0.676671374,0.677974314
Wellington Hills,2010,4,365000,376250,60,201,0.925436893,0.956865465
Wellington Hills,2011,4,358500,374875,86.5,168.75,0.933478896,0.965574134
Wellington Hills,2012,2,343350,343350,39,39,0.981280366,0.981280366
Wellington Hills,2013,5,380000,383500,20,30.2,0.976863753,0.976863753
Wellington Meadows,2010,1,179900,179900,18,18,1,1
Wellington Meadows,2011,2,167450,167450,38,38,0.985579753,0.985579753
Wellington Meadows,2012,1,172500,172500,31,31,0.966386555,0.966386555
Wellington Meadows,2013,1,168894,168894,32,32,1.0833483,1.0833483
Wellington South,2012,1,255000,255000,14,14,0.94795539,1
Wellington Wds,2011,1,158000,158000,92,92,0.878265703,0.958156458
Wellington Woods,2010,8,165500,164587.5,57,78.125,0.969223378,1
Wellington Woods,2011,14,122500,130237.5,90.5,96.42857143,0.890375397,0.987623608
Wellington Woods,2012,11,117500,116694.6364,79,82,0.967204002,0.97107438
Wellington Woods,2013,14,137450,131435.7143,28.5,49.57142857,0.941265374,0.982646642
Wellington Woods II,2011,2,48000,48000,83.5,83.5,0.570769231,0.578095238
Wellington Woods II,2012,1,110000,110000,17,17,0.957354221,0.957354221
Wellington Woods II,2013,1,85000,85000,12,12,0.970319635,0.970319635
Wellington Wst,2010,1,248000,248000,238,238,0.901818182,0.992396959
Welsh Hill Preserve,2010,2,368200,368200,197.5,197.5,0.973322782,1
Welsh Hill Preserve,2011,3,395000,397459,120,104.3333333,0.988038481,1
Welsh Hill Preserve,2013,5,424365,405473,112,81.4,1,1
Welshire,2010,3,361000,368666.6667,131,190.3333333,0.910182036,0.950250066
Welshire,2011,2,442450,442450,11,11,1,1
Welshire,2012,5,369900,424980,44,77.4,0.9125,0.96969697
Welshire,2013,6,465000,468333.3333,64.5,73.33333333,0.962039385,0.962039385
West Branch,2010,3,327500,332666.6667,114,85,0.938053097,0.966894505
West Branch,2011,3,312000,306333.3333,95,83.33333333,0.93162138,0.975304783
West Branch,2012,1,360000,360000,9,9,0.96,0.96
West Branch,2013,1,307000,307000,126,126,0.890113076,0.91669155
West Farm,2010,2,866500,866500,38,38,0.9392302,0.966070027
West Farm,2011,2,1027500,1027500,87,87,0.862238602,0.911091925
West Meadow,2010,1,265000,265000,11,11,0.981845128,0.981845128
West Meadow,2011,1,295000,295000,66,66,0.936507937,0.98366122
West Meadow,2012,1,262000,262000,140,140,0.953073845,0.9707299
West Meadow,2013,1,226500,226500,94,94,0.823935977,0.985210961
West Minquadale,2010,4,158450,158275,59.5,71.75,0.978637101,0.978637101
West Minquadale,2012,4,64450,82725,81.5,83,0.895012738,0.947721384
West Park,2010,1,515000,515000,14,14,1,1
West Park,2011,2,320000,320000,259.5,259.5,0.90877262,0.935752828
West Park,2012,2,278750,278750,176,176,0.864367493,0.916026487
West Park,2013,1,375000,375000,21,21,1,1
West Riding,2012,2,411000,411000,127,127,0.919414414,0.915622523
Westbrite,2012,2,285000,285000,70,70,0.990561991,1.002008032
Westerloo,2010,1,314000,314000,14,14,0.988976378,0.988976378
Westerloo,2012,2,275000,275000,15.5,15.5,1.016840644,1.016840644
Westfield,2010,4,120375,120062.5,8,44.5,1.003125,1.003125
Westfield,2011,6,139500,135500,36,94.16666667,0.902220073,0.952620968
Westfield,2012,3,165000,138333.3333,22,23.33333333,0.930851064,0.930851064
Westfield,2013,6,171500,160917.6667,31.5,91.5,0.952499172,0.98027771
Westgate Farms,2010,2,338750,338750,8,8,0.99363471,0.99363471
Westgate Farms,2011,6,328500,327000,72.5,87.83333333,0.927872128,0.991045361
Westgate Farms,2012,3,285000,284133.3333,39,86.33333333,1,1
Westgate Farms,2013,4,314500,314750,25,39.5,0.991385308,0.98501175
Westhaven,2010,2,424000,424000,100.5,100.5,0.802320028,0.910994726
Westhaven,2011,2,464500,464500,61,61,0.920727441,0.963624492
Westhaven,2012,1,620000,620000,8,8,1,1
Westhaven,2013,4,450750,460375,73.5,159,0.935910832,0.956429203
Westhill,2010,2,328300,328300,119.5,119.5,0.910503876,0.936666667
Westhill,2011,1,357500,357500,395,395,0.941037115,0.941037115
Westhill,2012,2,385000,385000,75,75,0.962599854,0.980892537
Westhill,2013,6,346250,349250,101.5,115.6666667,0.938249619,0.956549257
Westhover,2010,4,122500,135875,74.5,75,0.889279709,0.953033867
Westhover,2011,6,159000,150466.6667,70,83.33333333,0.94688027,0.997185741
Westhover,2012,2,97500,97500,61,61,0.820256205,0.820256205
Westhover,2013,4,152200,150825,24.5,39,0.933820663,0.981695182
Westminster,2010,4,396000,395500,30.5,50,0.951113051,0.963278101
Westminster,2011,6,345500,368266.6667,84,107,0.943951904,0.956306157
Westminster,2012,4,334000,337338.5,75.5,113,0.918405603,0.988292915
Westmont,2011,1,485900,485900,50,50,0.952931947,1
Westmont,2012,1,408000,408000,102,102,0.971659919,0.971659919
